id,title,defaultLanguage,caption,start,duration
11525,Blind Trailer #1 (2017) | Movieclips Trailers,en,may I ask you a question I didn't look,90.7,6.22
11526,Blind Trailer #1 (2017) | Movieclips Trailers,en,like why don't you see for yourself why,93.439,12.36
11527,Blind Trailer #1 (2017) | Movieclips Trailers,en,can't you see do I have to go to keep,96.92,13.1
11528,Blind Trailer #1 (2017) | Movieclips Trailers,en,the one uncorrupted thing laughter one,105.799,7.5
11529,Blind Trailer #1 (2017) | Movieclips Trailers,en,he soaks in the intoxication of her,110.02,8.169
11530,Blind Trailer #1 (2017) | Movieclips Trailers,en,scent before diving headfirst into her,113.299,9.27
11531,Blind Trailer #1 (2017) | Movieclips Trailers,en,holiness do not see Suzanne again I,118.189,6.451
11532,Blind Trailer #1 (2017) | Movieclips Trailers,en,don't know what this is,122.569,6.19
11534,Blind Trailer #1 (2017) | Movieclips Trailers,en,everyone makes mistakes once you cross,128.759,6.57
11535,Blind Trailer #1 (2017) | Movieclips Trailers,en,that line through that your dreams are,132.78,4.61
11536,Blind Trailer #1 (2017) | Movieclips Trailers,en,filled with beasts you never touched,135.329,4.481
11537,Blind Trailer #1 (2017) | Movieclips Trailers,en,love these ever tasted,137.39,15.11
11541,American Made Trailer #1 (2017) | Movieclips Trailers,en,#NAME?,8.2,2.1
11579,American Made Trailer #1 (2017) | Movieclips Trailers,en,1500 ¥ê¥é¥ë?.,128.66,1.18
11580,American Made Trailer #1 (2017) | Movieclips Trailers,en,"- ¥Á¥ô¥ó? ¥å?¥í¥á¥é 1500 ¥ê¥é¥ë?. - 1500 ¥ê¥é¥ë?, Barry.",129.86,2.3
11639,Victoria and Abdul Trailer #1 (2017) | Movieclips Trailers,en,I'm 81 years of age and have almost a,0.24,5.76
11640,Victoria and Abdul Trailer #1 (2017) | Movieclips Trailers,en,billion citizens I've been in office 62,3.3,4.829
11641,Victoria and Abdul Trailer #1 (2017) | Movieclips Trailers,en,years making me the longest-serving,6,9.83
11642,Victoria and Abdul Trailer #1 (2017) | Movieclips Trailers,en,monarch in history every first,8.129,7.701
11643,Victoria and Abdul Trailer #1 (2017) | Movieclips Trailers,en,Abdo you will travel to income to the,16.23,7.41
11644,Victoria and Abdul Trailer #1 (2017) | Movieclips Trailers,en,Royal Hotel you will present the Queen,20.52,7.83
11645,Victoria and Abdul Trailer #1 (2017) | Movieclips Trailers,en,with a ceremonial coin whatever you do,23.64,10.14
11646,Victoria and Abdul Trailer #1 (2017) | Movieclips Trailers,en,you must not look at her majesty it was,28.35,7.41
11647,Victoria and Abdul Trailer #1 (2017) | Movieclips Trailers,en,a famine in India I understand you,33.78,7.29
11648,Victoria and Abdul Trailer #1 (2017) | Movieclips Trailers,en,really are terribly depressing yes okay,35.76,7.62
11649,Victoria and Abdul Trailer #1 (2017) | Movieclips Trailers,en,the Majesty certainly feels great deal,41.07,4.95
11650,Victoria and Abdul Trailer #1 (2017) | Movieclips Trailers,en,better she has requested to Korea me her,43.38,4.25
11651,Victoria and Abdul Trailer #1 (2017) | Movieclips Trailers,en,personal sickness,46.02,4.08
11652,Victoria and Abdul Trailer #1 (2017) | Movieclips Trailers,en,how do you like your coffee straw skills,47.63,4.75
11653,Victoria and Abdul Trailer #1 (2017) | Movieclips Trailers,en,they're very Scratchy everything in,50.1,4.979
11654,Victoria and Abdul Trailer #1 (2017) | Movieclips Trailers,en,soccer in this fashion what can we be,52.38,5.55
11655,Victoria and Abdul Trailer #1 (2017) | Movieclips Trailers,en,talking about Sochi the manga those real,55.079,3.361
11656,Victoria and Abdul Trailer #1 (2017) | Movieclips Trailers,en,folks,57.93,3
11657,Victoria and Abdul Trailer #1 (2017) | Movieclips Trailers,en,I would have a minder there any girl a,58.44,4.86
11658,Victoria and Abdul Trailer #1 (2017) | Movieclips Trailers,en,ninja well I am Empress of India so I,60.93,5.76
11659,Victoria and Abdul Trailer #1 (2017) | Movieclips Trailers,en,have one sense no one really knows would,63.3,6.9
11660,Victoria and Abdul Trailer #1 (2017) | Movieclips Trailers,en,like to be queen mother you're spying on,66.69,3.75
11661,Victoria and Abdul Trailer #1 (2017) | Movieclips Trailers,en,me,70.2,3.75
11662,Victoria and Abdul Trailer #1 (2017) | Movieclips Trailers,en,we want as well to start I just go on at,70.44,5.55
11663,Victoria and Abdul Trailer #1 (2017) | Movieclips Trailers,en,all what is the point,73.95,6.36
11664,Victoria and Abdul Trailer #1 (2017) | Movieclips Trailers,en,who you must we are here for a greater,75.99,4.769
11665,Victoria and Abdul Trailer #1 (2017) | Movieclips Trailers,en,purpose,80.31,2.61
11666,Victoria and Abdul Trailer #1 (2017) | Movieclips Trailers,en,you only servant no longer you will,80.759,5.32
11667,Victoria and Abdul Trailer #1 (2017) | Movieclips Trailers,en,teach me I do and the Koran,82.92,5.92
11668,Victoria and Abdul Trailer #1 (2017) | Movieclips Trailers,en,of setting order of everything raucous,86.079,5.311
11669,Victoria and Abdul Trailer #1 (2017) | Movieclips Trailers,en,Indian ticket or we will have you,88.84,14.959
11670,Victoria and Abdul Trailer #1 (2017) | Movieclips Trailers,en,certified insane contenders green that,91.39,17.009
11671,Victoria and Abdul Trailer #1 (2017) | Movieclips Trailers,en,I'm the head disagreeably attach the,103.799,8.541
11672,Victoria and Abdul Trailer #1 (2017) | Movieclips Trailers,en,power which I am anything I can say,108.399,5.221
11674,Victoria and Abdul Trailer #1 (2017) | Movieclips Trailers,en,I'm queen of illusion,113.62,3.29
11675,Victoria and Abdul Trailer #1 (2017) | Movieclips Trailers,en,I'm crystal,118.45,7.08
11676,Victoria and Abdul Trailer #1 (2017) | Movieclips Trailers,en,a businessman on his own merit he is my,120.46,7.28
11677,Victoria and Abdul Trailer #1 (2017) | Movieclips Trailers,en,friend,125.53,2.21
11678,Victoria and Abdul Trailer #1 (2017) | Movieclips Trailers,en,I'm really happy as this for years I'm,127.97,6.85
11679,Victoria and Abdul Trailer #1 (2017) | Movieclips Trailers,en,so surprised,133.65,4.44
11680,Victoria and Abdul Trailer #1 (2017) | Movieclips Trailers,en,well he hit a mango your majesty it's,134.82,7.71
11681,Victoria and Abdul Trailer #1 (2017) | Movieclips Trailers,en,off sands this go is off,138.09,7.659
11683,Victoria and Abdul Trailer #1 (2017) | Movieclips Trailers,en,you,151.96,2.06
11757,From the Land of the Moon International Trailer #1 (2017) | Movieclips Trailers,en,You've met my eldest daughter?,2.98,1.82
11758,From the Land of the Moon International Trailer #1 (2017) | Movieclips Trailers,en,Yes.,4.8,0.82
11759,From the Land of the Moon International Trailer #1 (2017) | Movieclips Trailers,en,She is beautiful.,5.62,1.84
11760,From the Land of the Moon International Trailer #1 (2017) | Movieclips Trailers,en,I won't lie... She's ill.,7.46,1.98
11761,From the Land of the Moon International Trailer #1 (2017) | Movieclips Trailers,en,She's not mad.,9.44,1.36
11762,From the Land of the Moon International Trailer #1 (2017) | Movieclips Trailers,en,What are you all staring at?,12.04,2
11763,From the Land of the Moon International Trailer #1 (2017) | Movieclips Trailers,en,She needs a man in her life.,15.74,2
11764,From the Land of the Moon International Trailer #1 (2017) | Movieclips Trailers,en,You want to marry me?,19.1,2
11765,From the Land of the Moon International Trailer #1 (2017) | Movieclips Trailers,en,You're mad.,21.1,1.6
11766,From the Land of the Moon International Trailer #1 (2017) | Movieclips Trailers,en,I'll never love you.,22.7,1.74
11767,From the Land of the Moon International Trailer #1 (2017) | Movieclips Trailers,en,"Mrs. Rabascall, Gabrielle. Here for six weeks.",27.94,3.56
11768,From the Land of the Moon International Trailer #1 (2017) | Movieclips Trailers,en,What you're suffering from is kidney stones.,31.52,3.22
11769,From the Land of the Moon International Trailer #1 (2017) | Movieclips Trailers,en,Hello.,34.74,1.18
11770,From the Land of the Moon International Trailer #1 (2017) | Movieclips Trailers,en,I'm getting treatment.,35.92,0.82
11771,From the Land of the Moon International Trailer #1 (2017) | Movieclips Trailers,en,"Me, I never go downstairs.",36.74,1.44
11772,From the Land of the Moon International Trailer #1 (2017) | Movieclips Trailers,en,It's only sick people down there.,38.18,1.72
11773,From the Land of the Moon International Trailer #1 (2017) | Movieclips Trailers,en,The book you're reading?,39.9,1.68
11774,From the Land of the Moon International Trailer #1 (2017) | Movieclips Trailers,en,Yes.,41.58,1.08
11775,From the Land of the Moon International Trailer #1 (2017) | Movieclips Trailers,en,Your treatment is finished. Your husband will pick you up tomorrow.,48.98,3.98
11776,From the Land of the Moon International Trailer #1 (2017) | Movieclips Trailers,en,I can't leave you.,53.12,1.56
11777,From the Land of the Moon International Trailer #1 (2017) | Movieclips Trailers,en,We'll write.,54.96,1.14
11778,From the Land of the Moon International Trailer #1 (2017) | Movieclips Trailers,en,"""My love...",56.28,2
11779,From the Land of the Moon International Trailer #1 (2017) | Movieclips Trailers,en,your body invaded mine.,58.54,2
11780,From the Land of the Moon International Trailer #1 (2017) | Movieclips Trailers,en,"All I do is wait.""",60.6,2
11781,From the Land of the Moon International Trailer #1 (2017) | Movieclips Trailers,en,"""You still haven't responded to my letters.""",65.54,4.2
11782,From the Land of the Moon International Trailer #1 (2017) | Movieclips Trailers,en,"""What have I done to you?""",69.74,1.44
11783,From the Land of the Moon International Trailer #1 (2017) | Movieclips Trailers,en,"""I want us to speak.""",71.18,1.32
11784,From the Land of the Moon International Trailer #1 (2017) | Movieclips Trailers,en,Why didn't you tell me anything?,72.84,2
11785,From the Land of the Moon International Trailer #1 (2017) | Movieclips Trailers,en,What the hell!,74.9,2
11786,From the Land of the Moon International Trailer #1 (2017) | Movieclips Trailers,en,Wait!,79.56,0.72
11787,From the Land of the Moon International Trailer #1 (2017) | Movieclips Trailers,en,What can I do?,94.34,1.08
11788,The Glass Castle Trailer #1 (2017) | Movieclips Trailers,en,rich city folk live in fancy apartments,0,8.099
11789,The Glass Castle Trailer #1 (2017) | Movieclips Trailers,en,but their hair is so polluted they can't,4.94,7.96
11790,The Glass Castle Trailer #1 (2017) | Movieclips Trailers,en,even see the stars would that be out of,8.099,7.681
11791,The Glass Castle Trailer #1 (2017) | Movieclips Trailers,en,our minds trade places with any up,12.9,5.07
11792,The Glass Castle Trailer #1 (2017) | Movieclips Trailers,en,dr. Taylor said we should watch a real,15.78,8.999
11793,The Glass Castle Trailer #1 (2017) | Movieclips Trailers,en,school a real school this is as real as,17.97,10.08
11794,The Glass Castle Trailer #1 (2017) | Movieclips Trailers,en,it gets kids you learn from living back,24.779,12.471
11795,The Glass Castle Trailer #1 (2017) | Movieclips Trailers,en,your self-esteem back yourself enough,28.05,11.34
11796,The Glass Castle Trailer #1 (2017) | Movieclips Trailers,en,just cuz we choose to just a life,37.25,4.239
11797,The Glass Castle Trailer #1 (2017) | Movieclips Trailers,en,following you you lose your sense of,39.39,11.939
11798,The Glass Castle Trailer #1 (2017) | Movieclips Trailers,en,adventure if there are kids the kids are,41.489,12
11799,The Glass Castle Trailer #1 (2017) | Movieclips Trailers,en,tired of moving to a new town every time,51.329,4.831
11800,The Glass Castle Trailer #1 (2017) | Movieclips Trailers,en,you lose a job you know this runarounds,53.489,4.861
11801,The Glass Castle Trailer #1 (2017) | Movieclips Trailers,en,only temporary we just need perfect,56.16,4.32
11802,The Glass Castle Trailer #1 (2017) | Movieclips Trailers,en,location then we can get to work on our,58.35,4.52
11803,The Glass Castle Trailer #1 (2017) | Movieclips Trailers,en,cash,60.48,2.39
11804,The Glass Castle Trailer #1 (2017) | Movieclips Trailers,en,police doesn't have any running water or,64.699,3.81
11805,The Glass Castle Trailer #1 (2017) | Movieclips Trailers,en,electricity ignore her she was born,66.35,4.79
11806,The Glass Castle Trailer #1 (2017) | Movieclips Trailers,en,without Beijing,68.509,2.631
11807,The Glass Castle Trailer #1 (2017) | Movieclips Trailers,en,parents are squatting in an abandoned,72.76,4.53
11808,The Glass Castle Trailer #1 (2017) | Movieclips Trailers,en,building on the Lower East Side do you,74.68,5.06
11809,The Glass Castle Trailer #1 (2017) | Movieclips Trailers,en,honestly tell me that you're happy ready,77.29,11.76
11810,The Glass Castle Trailer #1 (2017) | Movieclips Trailers,en,yes I am like other people,79.74,12.85
11811,The Glass Castle Trailer #1 (2017) | Movieclips Trailers,en,we got a fire bird police you were born,89.05,5.61
11812,The Glass Castle Trailer #1 (2017) | Movieclips Trailers,en,to change the world not just add to the,92.59,3.93
11813,The Glass Castle Trailer #1 (2017) | Movieclips Trailers,en,Knorr why do you think all of us ran,94.66,3.59
11814,The Glass Castle Trailer #1 (2017) | Movieclips Trailers,en,away from you,96.52,5.15
11815,The Glass Castle Trailer #1 (2017) | Movieclips Trailers,en,we were drowning,98.25,3.42
11816,The Glass Castle Trailer #1 (2017) | Movieclips Trailers,en,anything I can't let you cling to the,104.63,5.559
11817,The Glass Castle Trailer #1 (2017) | Movieclips Trailers,en,side your whole life just cuz you're,108.39,4.56
11818,The Glass Castle Trailer #1 (2017) | Movieclips Trailers,en,scared it was your job to protect us you,110.189,5.79
11819,The Glass Castle Trailer #1 (2017) | Movieclips Trailers,en,have a right to be angry I know you love,112.95,4.919
11820,The Glass Castle Trailer #1 (2017) | Movieclips Trailers,en,him you'll regret it if you don't come,115.979,4.07
11821,The Glass Castle Trailer #1 (2017) | Movieclips Trailers,en,on,117.869,2.18
11822,The Glass Castle Trailer #1 (2017) | Movieclips Trailers,en,you ready,120.18,2.69
11823,The Glass Castle Trailer #1 (2017) | Movieclips Trailers,en,like me,130.11,4.619
11826,Good Time Trailer #1 (2017) | Movieclips Trailers,en,you're credible to understand I'm,5.169,5.191
11827,Good Time Trailer #1 (2017) | Movieclips Trailers,en,serious you guys done it without you,8.65,4.47
11828,Good Time Trailer #1 (2017) | Movieclips Trailers,en,spend an extra base warm you promised,10.36,5.849
11829,Good Time Trailer #1 (2017) | Movieclips Trailers,en,your home cause I'm filling up yeah oh,13.12,7.04
11830,Good Time Trailer #1 (2017) | Movieclips Trailers,en,cool let's get looking in there,16.209,9.261
11831,Good Time Trailer #1 (2017) | Movieclips Trailers,en,let's keep your head now turn around,20.16,5.31
11833,Good Time Trailer #1 (2017) | Movieclips Trailers,en,so I told you about my brother yet,33.77,5.469
11834,Good Time Trailer #1 (2017) | Movieclips Trailers,en,something happened I don't know exactly,36.71,4.54
11835,Good Time Trailer #1 (2017) | Movieclips Trailers,en,what she's been arrested being held at,39.239,7.881
11836,Good Time Trailer #1 (2017) | Movieclips Trailers,en,Rikers Island oh my god that's awesome,41.25,7.769
11837,Good Time Trailer #1 (2017) | Movieclips Trailers,en,just got to get him out of it before,47.12,4.06
11838,Good Time Trailer #1 (2017) | Movieclips Trailers,en,something bad happens you get killed in,49.019,4.311
11839,Good Time Trailer #1 (2017) | Movieclips Trailers,en,this,51.18,2.15
11840,Good Time Trailer #1 (2017) | Movieclips Trailers,en,another tan grant you get another 10,58.98,5.969
11841,Good Time Trailer #1 (2017) | Movieclips Trailers,en,grand your butt will get out,61.69,3.259
11842,Good Time Trailer #1 (2017) | Movieclips Trailers,en,I think something very important,67.95,3.42
11843,Good Time Trailer #1 (2017) | Movieclips Trailers,en,happening and deeply connected to my,69.54,6.21
11844,Good Time Trailer #1 (2017) | Movieclips Trailers,en,purpose every day I think about on,71.37,8.01
11845,Good Time Trailer #1 (2017) | Movieclips Trailers,en,twisting an opportunity these strings,75.75,9.44
11846,Good Time Trailer #1 (2017) | Movieclips Trailers,en,I'm in to lead a Pure Life,79.38,5.81
11847,Good Time Trailer #1 (2017) | Movieclips Trailers,en,look ahead and clear sky ain't gonna get,85.479,6.381
11848,Good Time Trailer #1 (2017) | Movieclips Trailers,en,there,89.619,2.241
11849,Good Time Trailer #1 (2017) | Movieclips Trailers,en,it's a nice dream,92.82,3.29
11850,Good Time Trailer #1 (2017) | Movieclips Trailers,en,it's an ice cream,97.18,7.949
11852,Good Time Trailer #1 (2017) | Movieclips Trailers,en,Oh,105.76,2.03
11853,Band Aid Trailer #1 (2017) | Movieclips Indie,None,it's one dish one dish you're having to,0.06,4.98
11854,Band Aid Trailer #1 (2017) | Movieclips Indie,None,be quite the dishing out too I might add,3,4.379
11855,Band Aid Trailer #1 (2017) | Movieclips Indie,None,when did you everything is like these,5.04,4.679
11856,Band Aid Trailer #1 (2017) | Movieclips Indie,None,are some clean super offensive because I,7.379,4.05
11857,Band Aid Trailer #1 (2017) | Movieclips Indie,None,come from a long line of Holocaust,9.719,3.691
11858,Band Aid Trailer #1 (2017) | Movieclips Indie,None,survivors how could there be a long line,11.429,5.581
11859,Band Aid Trailer #1 (2017) | Movieclips Indie,None,of Holocaust survivors I'm thinking,13.41,6.72
11860,Band Aid Trailer #1 (2017) | Movieclips Indie,None,up-to-date do you wanna know know I was,17.01,4.92
11861,Band Aid Trailer #1 (2017) | Movieclips Indie,None,thinking we order proper jobs oh okay,20.13,3.569
11862,Band Aid Trailer #1 (2017) | Movieclips Indie,None,yeah this incision I get from sex in the,21.93,3.349
11863,Band Aid Trailer #1 (2017) | Movieclips Indie,None,sensation I get from eating pizzas like,23.699,4.73
11864,Band Aid Trailer #1 (2017) | Movieclips Indie,None,interchangeable for me at this point,25.279,6.73
11865,Band Aid Trailer #1 (2017) | Movieclips Indie,None,these issues may seem trivial they need,28.429,6.911
11866,Band Aid Trailer #1 (2017) | Movieclips Indie,None,to be addressed what do you think go,32.009,7.381
11867,Band Aid Trailer #1 (2017) | Movieclips Indie,None,from here what if they turned all our,35.34,5.989
11868,Band Aid Trailer #1 (2017) | Movieclips Indie,None,fights into song,39.39,5.61
11869,Band Aid Trailer #1 (2017) | Movieclips Indie,None,the start of band a great neighbor,41.329,6.671
11870,Band Aid Trailer #1 (2017) | Movieclips Indie,None,they've often been myself oh yeah I was,45,4.829
11871,Band Aid Trailer #1 (2017) | Movieclips Indie,None,a call your pain is called myself as a,48,3.78
11872,Band Aid Trailer #1 (2017) | Movieclips Indie,None,sort of solo percussive group you know,49.829,6.931
11873,Band Aid Trailer #1 (2017) | Movieclips Indie,None,Rimba going ah I'm gone embody let's see,51.78,7.74
11874,Band Aid Trailer #1 (2017) | Movieclips Indie,None,the list our top ten fights of all,56.76,5.7
11875,Band Aid Trailer #1 (2017) | Movieclips Indie,None,dishes is based obviously but I think,59.52,5.459
11876,Band Aid Trailer #1 (2017) | Movieclips Indie,None,you can be a little judgmental you being,62.46,4.47
11877,Band Aid Trailer #1 (2017) | Movieclips Indie,None,lazy correct euro types you're,64.979,25.471
11878,Band Aid Trailer #1 (2017) | Movieclips Indie,None,distracted you Dave unreal you know I,66.93,27.11
11879,Band Aid Trailer #1 (2017) | Movieclips Indie,None,can't relate to the lyrics at all,90.45,3.59
11880,Band Aid Trailer #1 (2017) | Movieclips Indie,None,because it looks like you two are up one,94.64,8.1
11881,Band Aid Trailer #1 (2017) | Movieclips Indie,None,Oh Harrison that's what every husband,98.3,7.59
11882,Band Aid Trailer #1 (2017) | Movieclips Indie,None,which is their way we do I spent my,102.74,4.47
11883,Band Aid Trailer #1 (2017) | Movieclips Indie,None,childhood trying to save my parents,105.89,3.78
11884,Band Aid Trailer #1 (2017) | Movieclips Indie,None,marriage I don't want to spend my,107.21,3.93
11885,Band Aid Trailer #1 (2017) | Movieclips Indie,None,adulthood trying to save yours,109.67,6.41
11886,Band Aid Trailer #1 (2017) | Movieclips Indie,None,I wish to broken effects,111.14,4.94
11887,Band Aid Trailer #1 (2017) | Movieclips Indie,None,couple fight what can I go it's how you,117.329,5.72
11888,Band Aid Trailer #1 (2017) | Movieclips Indie,None,navigate it that makes a difference for,119.7,12.03
11889,Band Aid Trailer #1 (2017) | Movieclips Indie,None,the cream look beautiful never seeing it,123.049,9.801
11890,Band Aid Trailer #1 (2017) | Movieclips Indie,None,you like this,131.73,3.05
11892,Band Aid Trailer #1 (2017) | Movieclips Indie,None,Oh,134.78,2.03
11893,Band Aid Trailer #1 (2017) | Movieclips Indie,None,you know my grandfather,137.11,3.2
11894,Band Aid Trailer #1 (2017) | Movieclips Indie,None,at some ranch yeah that's a sweet by the,141.02,6.21
11895,Band Aid Trailer #1 (2017) | Movieclips Indie,None,Tom Petty buyer yeah,145.82,5.069
11897,Home Again Trailer #1 (2017) | Movieclips Trailers,en,conoce a,2.34,2.1
11898,Home Again Trailer #1 (2017) | Movieclips Trailers,en,soy Alice,8.66,0.54
11899,Home Again Trailer #1 (2017) | Movieclips Trailers,en,"Hey, Alice",9.42,0.54
11900,Home Again Trailer #1 (2017) | Movieclips Trailers,en,Alice...,10.22,0.5
11901,Home Again Trailer #1 (2017) | Movieclips Trailers,en,Alice,10.78,0.5
11902,Home Again Trailer #1 (2017) | Movieclips Trailers,en,Mama...,11.32,0.5
11903,Home Again Trailer #1 (2017) | Movieclips Trailers,en,"Alice, por favor para de evitarme",11.92,1.32
11904,Home Again Trailer #1 (2017) | Movieclips Trailers,en,"Alice, mirame un segundo",13.38,1.52
11905,Home Again Trailer #1 (2017) | Movieclips Trailers,en,Alice es una perdedora recien separada ...,16.84,4.16
11906,Home Again Trailer #1 (2017) | Movieclips Trailers,en,Ella es muy intensa,21.42,1.3
11907,Home Again Trailer #1 (2017) | Movieclips Trailers,en,No lo soy,22.98,0.62
11908,Home Again Trailer #1 (2017) | Movieclips Trailers,en,Tu tienes esto sobre ti. Y es super impresionante,24.04,3.16
11909,Home Again Trailer #1 (2017) | Movieclips Trailers,en,Parece que manejas todo muy bien.,27.2,2.12
11910,Home Again Trailer #1 (2017) | Movieclips Trailers,en,Alex no sabe que quiere,29.32,2.02
11911,Home Again Trailer #1 (2017) | Movieclips Trailers,en,Brutal,31.5,0.98
11912,Home Again Trailer #1 (2017) | Movieclips Trailers,en,"Tienes que controlarte, todo va a estar bien.",33.74,2.38
11913,Home Again Trailer #1 (2017) | Movieclips Trailers,en,Cuando ibas a decirme que tres extranos viven en tu casa?,36.12,3.74
11914,Home Again Trailer #1 (2017) | Movieclips Trailers,en,Siempre actuo en mi cumpleanos,39.86,2.12
11915,Home Again Trailer #1 (2017) | Movieclips Trailers,en,"Es como mi propia vispera de ano nuevo, 
asi que simplemente voy como ""woah"", y realmente vuelvo a la normalidad",42.46,6.54
11916,Home Again Trailer #1 (2017) | Movieclips Trailers,en,Lavaste esto?,49.58,1.38
11917,Home Again Trailer #1 (2017) | Movieclips Trailers,en,"Lo hice, pero solo porque estaba haciendo una carga, y he estado despierta desde las 5:30",51.22,4.08
11918,Home Again Trailer #1 (2017) | Movieclips Trailers,en,"Sabes que tengo 40 anos, verdad?",55.86,1.88
11919,Home Again Trailer #1 (2017) | Movieclips Trailers,en,"Si, lo sabia como... estadio",57.96,2.9
11920,Home Again Trailer #1 (2017) | Movieclips Trailers,en,"No siento amor por ella, okay? Solo amo  muchas cosas sobre ella, como su cara o su personalidad",60.86,6.42
11921,Home Again Trailer #1 (2017) | Movieclips Trailers,en,Tal vez fue el destino que te conociera,69.34,3.26
11922,Home Again Trailer #1 (2017) | Movieclips Trailers,en,Hola,73.96,0.7
11924,AWOL Trailer #1 (2016) | Movieclips Indie,None,so what I need to do to get my friend,16.17,5.14
11925,AWOL Trailer #1 (2016) | Movieclips Indie,None,here some ice cream I'm all closed up,18.73,5.45
11926,AWOL Trailer #1 (2016) | Movieclips Indie,None,pretty please,21.31,2.87
11928,AWOL Trailer #1 (2016) | Movieclips Indie,None,oh hi you can say if you want to I am,34.649,8.82
11929,AWOL Trailer #1 (2016) | Movieclips Indie,None,never leaving but we're gonna have a,40.649,4.711
11930,AWOL Trailer #1 (2016) | Movieclips Indie,None,really good time before you get outta,43.469,5.971
11931,AWOL Trailer #1 (2016) | Movieclips Indie,None,here you need to start thinking about,45.36,9.629
11932,AWOL Trailer #1 (2016) | Movieclips Indie,None,your future honey there's justice enough,49.44,6.48
11933,AWOL Trailer #1 (2016) | Movieclips Indie,None,you know that right,54.989,4.261
11934,AWOL Trailer #1 (2016) | Movieclips Indie,None,Roy's coming home always always coming,55.92,7.38
11935,AWOL Trailer #1 (2016) | Movieclips Indie,None,home at room it is very Joanna,59.25,6.42
11936,AWOL Trailer #1 (2016) | Movieclips Indie,None,let me ask you something Joey where she,63.3,3.39
11937,AWOL Trailer #1 (2016) | Movieclips Indie,None,went when you're doing all this,65.67,1.949
11938,AWOL Trailer #1 (2016) | Movieclips Indie,None,babysitting,66.69,4.319
11939,AWOL Trailer #1 (2016) | Movieclips Indie,None,did you get a place only in I'm not,67.619,4.89
11940,AWOL Trailer #1 (2016) | Movieclips Indie,None,going to let you blow your future,71.009,4.89
11941,AWOL Trailer #1 (2016) | Movieclips Indie,None,sticking around here making 725 an hour,72.509,5.731
11942,AWOL Trailer #1 (2016) | Movieclips Indie,None,sneak around with some married woman,75.899,5.181
11943,AWOL Trailer #1 (2016) | Movieclips Indie,None,from stick,78.24,2.84
11944,AWOL Trailer #1 (2016) | Movieclips Indie,None,I love you joy I love you right,98.619,9.04
11946,AWOL Trailer #1 (2016) | Movieclips Indie,None,it never even crossed my mind start a,108.09,5.54
11947,AWOL Trailer #1 (2016) | Movieclips Indie,None,new life of how I might use,110.43,3.2
11948,AWOL Trailer #1 (2016) | Movieclips Indie,None,you,114.49,2.059
11950,War Machine Trailer #2 (2017) | Movieclips Trailers,en,I'm just trying to work this thing out,0.65,4.6
11951,War Machine Trailer #2 (2017) | Movieclips Trailers,en,president gave me a job to do damn it,3.51,3.539
11952,War Machine Trailer #2 (2017) | Movieclips Trailers,en,what do we tell you no more troops don't,5.25,3.63
11953,War Machine Trailer #2 (2017) | Movieclips Trailers,en,ask for more troops what do you do you,7.049,3.931
11954,War Machine Trailer #2 (2017) | Movieclips Trailers,en,ask for for having some dick you cutting,8.88,3.889
11955,War Machine Trailer #2 (2017) | Movieclips Trailers,en,out I can't hear you can you hear me,10.98,4.5
11956,War Machine Trailer #2 (2017) | Movieclips Trailers,en,okay something's wrong,12.769,6.251
11957,War Machine Trailer #2 (2017) | Movieclips Trailers,en,alright can you hear us now I can hear,15.48,6.09
11958,War Machine Trailer #2 (2017) | Movieclips Trailers,en,you okay where you saying no no I'll,19.02,3.99
11959,War Machine Trailer #2 (2017) | Movieclips Trailers,en,talk to you later do we need to finish,21.57,7.07
11960,War Machine Trailer #2 (2017) | Movieclips Trailers,en,Sarnia you're here to clean up the mess,23.01,9.479
11961,War Machine Trailer #2 (2017) | Movieclips Trailers,en,this one is a bitch right nothing about,28.64,8.47
11962,War Machine Trailer #2 (2017) | Movieclips Trailers,en,war is easy bad I come here to manage,32.489,6.301
11963,War Machine Trailer #2 (2017) | Movieclips Trailers,en,this war and I sure as didn't come,37.11,5.03
11964,War Machine Trailer #2 (2017) | Movieclips Trailers,en,here to close it out came here to win,38.79,3.35
11965,War Machine Trailer #2 (2017) | Movieclips Trailers,en,mr. president I you need to behave like,42.27,6.95
11966,War Machine Trailer #2 (2017) | Movieclips Trailers,en,a leader okay I'm hearing like a dealer,46.26,9.93
11967,War Machine Trailer #2 (2017) | Movieclips Trailers,en,I'm unavailable this country won't fight,49.22,8.8
11968,War Machine Trailer #2 (2017) | Movieclips Trailers,en,at night that country won't fight in the,56.19,5.34
11969,War Machine Trailer #2 (2017) | Movieclips Trailers,en,snow we cannot help them and kill them,58.02,5.37
11970,War Machine Trailer #2 (2017) | Movieclips Trailers,en,at the same time it just ain't humanly,61.53,4.31
11971,War Machine Trailer #2 (2017) | Movieclips Trailers,en,possible,63.39,2.45
11972,War Machine Trailer #2 (2017) | Movieclips Trailers,en,you think that Americans call us,67.289,3.991
11973,War Machine Trailer #2 (2017) | Movieclips Trailers,en, all day and it's,68.969,4.201
11974,War Machine Trailer #2 (2017) | Movieclips Trailers,en,considered in our culture a very bad,71.28,4.67
11975,War Machine Trailer #2 (2017) | Movieclips Trailers,en,thing to your own mother in hours -,73.17,8.61
11976,War Machine Trailer #2 (2017) | Movieclips Trailers,en,in hours to get me some traction you,75.95,7.9
